name
Naval - aircraft
Naval - frigate
Naval - auxiliary
Naval - destroyer
Naval - survey
Naval - minesweeper
Naval - patrol
Naval - aircraft carrier
Naval - submarine
Naval - miscellaneous
Merchant
Tug
Tanker
Law Enforcement
Pleasure Craft
Search and Rescue
Fishing Vessel
Passenger/Ferry
High Speed Craft
